with_resized\with002.jpg 0
with_resized\with258.jpg 1 138 148 223 260
with_resized\with259.jpg 0
with_resized\with260.jpg 1 214 106 213 257
with_resized\with261.jpg 1 218 111 225 252
with_resized\with262.jpg 1 212 111 232 254
with_resized\with263.jpg 1 205 89 222 251
with_resized\with264.jpg 1 270 61 216 261
with_resized\with265.jpg 0
with_resized\with266.jpg 1 179 63 212 269
with_resized\with267.jpg 1 156 92 209 263
with_resized\with268.jpg 1 161 84 209 287
with_resized\with269.jpg 0
with_resized\with270.jpg 1 207 156 215 296
with_resized\with271.jpg 1 197 146 203 283
with_resized\with272.jpg 0
with_resized\with273.jpg 1 318 97 188 252
with_resized\with274.jpg 0
with_resized\with275.jpg 0
with_resized\with276.jpg 1 186 102 193 261
with_resized\with277.jpg 0
with_resized\with278.jpg 1 205 67 258 355
with_resized\with279.jpg 1 204 67 259 360
with_resized\with280.jpg 1 205 72 256 357
with_resized\with281.jpg 1 216 78 249 358
with_resized\with282.jpg 1 228 95 257 354
with_resized\with283.jpg 1 247 100 260 354
with_resized\with284.jpg 1 242 91 252 355
with_resized\with285.jpg 1 242 82 259 359
with_resized\with286.jpg 1 304 27 271 358
with_resized\with287.jpg 0
with_resized\with288.jpg 0
with_resized\with289.jpg 0
with_resized\with290.jpg 0
with_resized\with291.jpg 0
with_resized\with292.jpg 0
with_resized\with293.jpg 0
with_resized\with294.jpg 0
with_resized\with295.jpg 0
with_resized\with296.jpg 0
with_resized\with297.jpg 0
with_resized\with298.jpg 0
with_resized\with299.jpg 0
with_resized\with300.jpg 1 147 38 303 404
with_resized\with301.jpg 1 187 36 278 378
with_resized\with302.jpg 1 295 116 263 351
with_resized\with303.jpg 1 323 91 259 345
with_resized\with304.jpg 1 345 29 266 343
with_resized\with305.jpg 1 346 27 257 351
with_resized\with306.jpg 1 327 56 258 346
with_resized\with307.jpg 1 333 74 236 318
with_resized\with308.jpg 1 263 73 217 297
with_resized\with309.jpg 1 288 89 202 272
with_resized\with310.jpg 1 322 95 199 262
with_resized\with311.jpg 1 302 39 201 274
with_resized\with312.jpg 1 325 60 195 270
with_resized\with313.jpg 1 348 35 202 264
with_resized\with314.jpg 1 356 47 192 263
with_resized\with315.jpg 1 384 59 196 262
with_resized\with316.jpg 1 405 72 194 260
with_resized\with317.jpg 1 415 81 191 253
with_resized\with318.jpg 1 379 103 190 261
with_resized\with319.jpg 1 385 139 191 262
with_resized\with320.jpg 1 293 193 184 253
with_resized\with321.jpg 0
with_resized\with322.jpg 1 375 39 181 252
with_resized\with323.jpg 1 390 120 186 258
with_resized\with324.jpg 1 368 141 189 258
with_resized\with325.jpg 1 339 151 184 253
with_resized\with326.jpg 1 386 144 183 258
with_resized\with327.jpg 1 385 147 193 266
with_resized\with328.jpg 1 350 159 197 266
with_resized\with329.jpg 1 308 135 197 272
with_resized\with330.jpg 1 313 127 207 267
with_resized\with331.jpg 1 336 127 205 255
with_resized\with332.jpg 1 323 130 212 254
with_resized\with333.jpg 0
with_resized\with334.jpg 0
with_resized\with335.jpg 1 298 96 220 261
with_resized\with336.jpg 1 281 113 210 246
with_resized\with337.jpg 1 261 102 211 249
with_resized\with338.jpg 1 229 91 209 248
with_resized\with339.jpg 1 211 85 216 255
with_resized\with340.jpg 1 224 91 219 266
with_resized\with341.jpg 1 231 87 221 266
with_resized\with342.jpg 1 276 111 212 275
with_resized\with343.jpg 1 278 114 203 268
with_resized\with344.jpg 1 280 84 201 268
with_resized\with345.jpg 1 294 59 194 261
with_resized\with346.jpg 0
with_resized\with347.jpg 0
with_resized\with348.jpg 0
with_resized\with349.jpg 0
with_resized\with350.jpg 1 290 22 186 264
with_resized\with351.jpg 1 279 36 191 268
with_resized\with352.jpg 1 277 52 194 263
with_resized\with353.jpg 1 259 63 198 260
